,epevent,event_name,index,position,position600,ring_type,run,onset,onset0
0,,iti,,,,,,16.063696200028062,0.0
1,,iti,,,,,,17.563696200028062,1.5
2,,iti,,,,,,19.063696200028062,3.0
0,neutral426,ring,0.0,0.065,426.0,neu,1.0,20.563696200028062,4.5
1,neutral426,prep,1.0,0.065,426.0,neu,1.0,22.063696200028062,6.0
