,epevent,event_name,index,position,position600,ring_type,run,onset,onset0
0,,iti,,,,,,32.60281249997206,0.0
1,,iti,,,,,,34.10281249997206,1.5
2,,iti,,,,,,35.60281249997206,3.0
0,neutral532,ring,202.0,0.33,532.0,neu,2.0,37.10281249997206,4.5
1,neutral532,prep,203.0,0.33,532.0,neu,2.0,38.60281249997206,6.0
